Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1187,Seated palms-down wrist curl,"The seated palms-down wrist curl is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.",Strength,Forearms,Dumbbell,Beginner,8.4,Average
1188,Palms-Down Dumbbell Wrist Curl Over A Bench,,Strength,Forearms,Dumbbell,Beginner,8.4,Average
1189,Seated One-Arm Dumbbell Palms-Down Wrist Curl,,Strength,Forearms,Dumbbell,Beginner,8.3,Average
1190,Seated Dumbbell Palms-Up Wrist Curl,,Strength,Forearms,Dumbbell,Beginner,6.2,Average
1191,Partner farmer's walk,"The partner farmer's walk is a protocol for performing farmer's carries with dumbbells or other weights. One partner walks for a predetermined distance or time, then passes the weight to the other partner who walks for the same distance or time.",Strength,Forearms,Dumbbell,Beginner,5.3,Average
1195,Rickshaw Carry,,Strongman,Forearms,Other,Beginner,9.6,Average
1197,Wrist Roller,,Strength,Forearms,Other,Beginner,9.1,Average
1198,Standing Olympic Plate Hand Squeeze,,Strength,Forearms,Other,Beginner,8.6,Average
1199,Plate Pinch,,Strength,Forearms,Other,Beginner,8.3,Average
1203,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,,Strength,Forearms,Cable,Beginner,9.2,Average
1204,Cable Wrist Curl,,Strength,Forearms,Cable,Beginner,7.8,Average
1206,Wrist Circles,,Stretching,Forearms,Body Only,Beginner,2.5,Average
1207,Kneeling Forearm Stretch,,Stretching,Forearms,,Beginner,5.2,Average
1208,Hip Extension with Bands,,Strength,Glutes,Bands,Beginner,7.2,Average
1209,Hip Lift with Band,,Powerlifting,Glutes,Bands,Beginner,6.0,Average
1216,Kneeling Squat,,Powerlifting,Glutes,Barbell,Beginner,8.6,Average
1217,Kneeling Jump Squat,,Olympic Weightlifting,Glutes,Barbell,Beginner,7.6,Average
1226,Suspended Hip Thrust,,Strength,Glutes,Other,Beginner,0.0,
1228,Pull Through,,Strength,Glutes,Cable,Beginner,7.4,Average
1235,Glute Kickback,,Strength,Glutes,Body Only,Beginner,8.3,Average
1236,Standing hip extension,The standing hip extension is a movement that activates the glutes and hamstrings. It is often performed either for time or reps as part of a dynamic warm-up.,Strength,Glutes,Body Only,Beginner,6.5,Average
1239,Seated Glute,,Stretching,Glutes,Body Only,Beginner,3.1,Average
1240,Lying Glute,,Stretching,Glutes,Body Only,Beginner,3.0,Average
1242,Seated Glute Stretch,,Stretching,Glutes,Body Only,Beginner,0.0,
1243,Neck Bridge Supine,,Strength,Glutes,Body Only,Beginner,0.0,
1288,Downward Facing Balance,,Strength,Glutes,Exercise Ball,Beginner,4.0,Average
1289,Band Good Morning (Pull Through),,Powerlifting,Hamstrings,Bands,Beginner,8.3,Average
1291,Hamstring-SMR,,Stretching,Hamstrings,Foam Roll,Beginner,5.5,Average
1293,Clean Deadlift,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.4,Average
1294,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Hamstrings,Barbell,Beginner,9.3,Average
1295,Romanian Deadlift from Deficit,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average
1296,Power Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average
1297,Power Clean from Blocks,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2,Average
1298,Snatch Deadlift,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.9,Average
1300,Hang Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.7,Average
1301,Wide Stance Stiff Legs,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5,Average
1302,Clean,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5,Average
1306,Sumo Deadlift with Chains,,Powerlifting,Hamstrings,Barbell,Beginner,7.8,Average
1307,Sumo Deadlift with Bands,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1308,Good Morning off Pins,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1309,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Hamstrings,Barbell,Beginner,0.0,Average
1310,Snatch Pull,,Strength,Hamstrings,Barbell,Beginner,0.0,Average
1311,Hanging Bar Good Morning,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1312,Reverse Band Sumo Deadlift,,Powerlifting,Hamstrings,Barbell,Beginner,0.0,Average
1313,Muscle Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0,Average
1314,Split Snatch,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0,Average
1315,Hang Snatch - Below Knees,,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0,Average
1319,Single-arm kettlebell clean,"The single-arm kettlebell clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level in a single movement. While the kettlebell clean is often used as a transitional movement into the press or front squat, it is also a valuable strength and power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Hamstrings,Kettlebells,Beginner,8.6,Average
1321,Romanian Deadlift with Kettlebell,,Strength,Hamstrings,Kettlebells,Beginner,8.0,Average
1323,Kettlebell Dead Clean,,Strength,Hamstrings,Kettlebells,Beginner,5.3,Average
1324,Alternating Hang Clean,,Strength,Hamstrings,Kettlebells,Beginner,4.9,Average
1325,One-Arm Open Palm Kettlebell Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1326,Open Palm Kettlebell Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1327,Kettlebell Hang Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1328,Double Kettlebell Alternating Hang Clean,,Strength,Hamstrings,Kettlebells,Beginner,0.0,
1329,Romanian Deadlift With Dumbbells,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Strength,Hamstrings,Dumbbell,Beginner,9.4,Average
1331,Vertical Swing,,Plyometrics,Hamstrings,Dumbbell,Beginner,7.5,Average
1335,Box jump,"The box jump is an explosive exercise that strengthens the muscles of the lower body, including the quads, glutes, calves, and hamstrings. They also develop power in the lower body while revving the heart rate. Box jumps can be performed for low reps to focus on strength and power, or for higher reps for metabolic conditioning. Most coaches recommend stepping down rather than jumping down between reps.",Plyometrics,Hamstrings,Other,Beginner,8.6,Average
1337,Sled push-,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along turf or another flat surface either for time or distance. Depending on your type of equipment, you may be pushing handles or straps in front of the sled. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",Cardio,Hamstrings,Other,Beginner,7.4,Average
1338,Lying Hamstring,,Stretching,Hamstrings,Other,Beginner,6.3,Average
1339,Chair Leg Extended Stretch,,Stretching,Hamstrings,Other,Beginner,2.4,Average
1340,Suspended Leg Curl,,Strength,Hamstrings,Other,Beginner,0.0,Average
1341,Box Skip,,Plyometrics,Hamstrings,Other,Beginner,0.0,Average
1342,Power Stairs,,Strongman,Hamstrings,Other,Beginner,0.0,Average
1343,Seated Hamstring and Calf Stretch,,Stretching,Hamstrings,Other,Beginner,0.0,
1344,Hamstring slide,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heels. These are considered more difficult than exercise ball hamstring curls and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.",Strength,Hamstrings,Other,Beginner,0.0,
1348,Lying Leg Curls,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Hamstrings,Machine,Beginner,8.9,Average
1350,Reverse Hyperextension,,Strength,Hamstrings,Machine,Beginner,8.0,Average
1352,Standing Leg Curl,,Strength,Hamstrings,Machine,Beginner,7.4,Average
1353,Smith machine stiff-legged deadlift,"The Smith machine stiff-legged deadlift is a machine-based exercise targeting the muscles of the hamstrings, glutes, and upper back. The Smith machine mimics a barbell but provides more stability. This movement can be programmed like a traditional stiff-legged or Romanian deadlift, in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Hamstrings,Machine,Beginner,7.0,Average
1367,Natural Glute Ham Raise,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,Strength,Hamstrings,Body Only,Beginner,9.1,Average
1368,Standing leg swing,"The standing leg swing is a dynamic stretching exercise that involves moving one leg up in front of you, as if to punt an imaginary football. This is a classic move for warming up the body and stretching the hamstrings.",Stretching,Hamstrings,Body Only,Beginner,8.4,Average
1372,Inchworm,The inchworm is a popular bodyweight exercise that involves âwalkingâ the hands on the floor from a bent-over toe-touch position into a straight-arm plank. It is usually performed as part of a dynamic warm-up to help raise core body temperature and âlimber upâ the body from head to toe.,Stretching,Hamstrings,Body Only,Beginner,7.5,Average
1375,90/90 Hamstring,,Stretching,Hamstrings,Body Only,Beginner,5.0,Average
1379,Knee To Chest,,Stretching,Hamstrings,Body Only,Beginner,0.0,
1381,Hip Stretch With Twist,,Stretching,Hamstrings,Body Only,Beginner,0.0,
1383,Alternating Leg Swing,,Stretching,Hamstrings,Body Only,Beginner,0.0,
1384,Single-leg balance and reach,The single-leg balance and reach is an exercise that focuses on lower-body strength and stability.,Stretching,Hamstrings,Body Only,Beginner,0.0,
1385,High Kick,,Stretching,Hamstrings,Body Only,Beginner,0.0,Average
1402,Glute ham raise-,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set.",Strength,Hamstrings,,Beginner,9.1,Average
1403,Lying hamstring stretch with band,"The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Hamstrings,,Beginner,5.9,Average
1404,Upper Back-Leg Grab,,Stretching,Hamstrings,,Beginner,5.4,Average
1405,Seated Hamstring,,Stretching,Hamstrings,,Beginner,5.3,Average
1406,Alternating lunge jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Stretching,Hamstrings,,Beginner,4.2,Average
1411,Assisted Chin-Up,"The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Strength,Lats,Bands,Beginner,0.0,Average
1419,Barbell pull-over to press,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Strength,Lats,Barbell,Beginner,0.0,
1452,Rocky Pull-Ups/Pulldowns,,Strength,Lats,Other,Beginner,9.0,Average
1453,Gironda Sternum Chins,,Strength,Lats,Other,Beginner,8.5,Average
1454,Floor rope climb,"The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.",Strength,Lats,Other,Beginner,7.0,Average
1455,Overhead Lat,,Stretching,Lats,Other,Beginner,1.0,Average
1456,Around-the-world pull-up,"The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.",Strength,Lats,Other,Beginner,0.0,
1457,L-sit chin-up,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.",Strength,Lats,Other,Beginner,0.0,
1475,Single-arm kneeling lat pull-down,"The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",Strength,Lats,Cable,Beginner,8.3,Average
1476,Elevated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Lats,Cable,Beginner,8.3,Average
1477,Full Range-Of-Motion Lat Pulldown,,Strength,Lats,Cable,Beginner,8.1,Average
1495,Machine seated row,"The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Lats,Machine,Beginner,8.4,Average
1496,Machine-assisted pull-up,"The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.",Strength,Lats,Machine,Beginner,8.2,Average
1506,Pull-up,"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.",Strength,Lats,Body Only,Beginner,8.9,Average
1509,Wide-Grip Rear Pull-Up,,Strength,Lats,Body Only,Beginner,8.7,Average
1529,Catch and Overhead Throw,,Plyometrics,Lats,Medicine Ball,Beginner,5.8,Average
1531,Dynamic Back Stretch,,Stretching,Lats,,Beginner,4.8,Average
1532,Chair Lower Back Stretch,,Stretching,Lats,,Beginner,3.2,Average
1533,Side-Lying Floor Stretch,,Stretching,Lats,,Beginner,1.0,Average
1538,Barbell deficit deadlift,"The barbell deficit deadlift is a compound exercise targeting the posterior chain. It is commonly utilized in powerlifting training to build pulling strength off the floor, but is also an effective muscle-building movement for the glutes and hamstrings. It is usually performed with lighter weight, and perhaps for higher reps, than traditional deadlifts. If these make your back sore, decrease the deficit and/or wear a weightlifting belt.",Powerlifting,Lower Back,Barbell,Beginner,9.4,Average
1539,Deadlift with Bands,,Powerlifting,Lower Back,Barbell,Beginner,8.7,Average
1540,Deadlift with Chains,,Powerlifting,Lower Back,Barbell,Beginner,8.6,Average
1541,Rack Pull with Bands,,Powerlifting,Lower Back,Barbell,Beginner,8.5,Average
1543,Seated Good Mornings,,Powerlifting,Lower Back,Barbell,Beginner,8.1,Average
1544,Stiff Leg Barbell Good Morning,,Strength,Lower Back,Barbell,Beginner,8.1,Average
1545,Reverse Band Deadlift,,Powerlifting,Lower Back,Barbell,Beginner,0.0,Average
1578,Axle Deadlift,,Strongman,Lower Back,Other,Beginner,9.1,Average
1579,Atlas Stone Trainer,,Strongman,Lower Back,Other,Beginner,6.4,Average
1580,Partner Flat-Bench Back Extension,"The partner bench back extensionis a clever way to perform this exercise, which works the spinal erectors in the lower back. There are machines and angled apparatus that allow this exercise to performed solo; but, lacking those, all you need is a bench and a workout partner.",Strength,Lower Back,Other,Beginner,0.0,
1581,Keg Load,,Strongman,Lower Back,Other,Beginner,0.0,Average
1582,Partner bench back extension,"The partner bench back extension is a clever way to target the glutes and spinal erector muscles. There are machines and angled benches that allow this exercise to be performed solo, but, lacking those, all you need is a bench and a workout partner. It is usually performed for high reps as a burnout or accessory movement for lower-body training.",Strength,Lower Back,Other,Beginner,0.0,
1592,Seated Back Extension,,Strength,Lower Back,Machine,Beginner,8.2,Average
1594,Hyperextensions With No Hyperextension Bench,,Strength,Lower Back,Body Only,Beginner,8.8,Average
1601,Partner Superman with alternating high-five,"The partner Superman with alternating high-five is an exercise in which both partners perform isometric holds for reps, high-fiving each other in between. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or as part of a core or back-focused workout or finisher.",Strength,Lower Back,Body Only,Beginner,0.0,
1624,Dancer's Stretch,,Stretching,Lower Back,,Beginner,5.4,Average
1625,Cat Stretch,,Stretching,Lower Back,,Beginner,4.9,Average
1626,Crossover Reverse Lunge,,Stretching,Lower Back,,Beginner,3.9,Average
1627,Standing Pelvic Tilt,,Stretching,Lower Back,,Beginner,3.1,Average
1628,Exercise ball weighted hyperextension,"The exercise ball weighted hyperextension is an exercise that strengthens the lower back. If balance is an issue, have someone hold your feet.",Strength,Lower Back,Exercise Ball,Beginner,8.3,Average
1631,Partner Facing Feet-Elevated Side Plank With Band Row,,Strength,Middle Back,Bands,Beginner,0.0,
1641,Yates Row Reverse Grip,,Strength,Middle Back,Barbell,Beginner,8.3,Average
1643,Straight Bar Bench Mid Rows,,Strength,Middle Back,Barbell,Beginner,6.5,Average
1645,Yates Row,,Strength,Middle Back,Barbell,Beginner,0.0,Average
1646,Plate Row,,Strength,Middle Back,Barbell,Beginner,0.0,Average
1647,Barbell Deadlift Bent Row Complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Strength,Middle Back,Barbell,Beginner,0.0,
1648,Single-Arm Landmine Row,,Strength,Middle Back,Barbell,Beginner,0.0,Average
1662,Two-Arm Kettlebell Row,,Strength,Middle Back,Kettlebells,Beginner,7.3,Average
1671,Bent Over Two-Dumbbell Row With Palms In,,Strength,Middle Back,Dumbbell,Beginner,8.8,Average
1674,Middle Back Shrug,,Strength,Middle Back,Dumbbell,Beginner,8.3,Average
1703,Inverted Row with Straps,,Strength,Middle Back,Other,Beginner,6.4,Average
1704,One Arm Chin-Up,,Strength,Middle Back,Other,Beginner,6.3,Average
1705,Sled Row,,Strength,Middle Back,Other,Beginner,0.0,
1732,Leverage High Row,The machine high row is an exercise targeting the lats and works the back overall.,Strength,Middle Back,Machine,Beginner,7.9,Average
1749,Upright Row - With Bands,,Strength,Traps,Bands,Beginner,7.8,Average
1753,Clean Shrug,,Olympic Weightlifting,Traps,Barbell,Beginner,6.8,Average
1754,Snatch Shrug,,Olympic Weightlifting,Traps,Barbell,Beginner,6.2,Average
1762,Lying Face Down Plate Neck Resistance,,Strength,Neck,Other,Beginner,9.3,Average
1763,Lying Face Up Plate Neck Resistance,,Strength,Neck,Other,Beginner,8.4,Average
1764,Seated Head Harness Neck Resistance,,Strength,Neck,Other,Beginner,7.6,Average
1769,Calf-Machine Shoulder Shrug,,Strength,Traps,Machine,Beginner,8.7,Average
1775,Isometric Neck Exercise - Sides,,Strength,Neck,Body Only,Beginner,7.4,Average
1776,Isometric Neck Exercise - Front And Back,,Strength,Neck,Body Only,Beginner,6.4,Average
1777,Neck Bridge Prone,,Strength,Neck,Body Only,Beginner,5.7,Average
1780,Scapular Pull-Up,,Strength,Traps,,Beginner,6.6,Average
1782,Squats - With Bands,,Strength,Quadriceps,Bands,Beginner,5.8,Average
1783,Hip Flexion with Band,,Strength,Quadriceps,Bands,Beginner,0.0,
1784,Forward Band Walk,,Strength,Quadriceps,Bands,Beginner,0.0,
1798,Clean from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.5,Average
1803,Hang Clean,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.3,Average
1805,Olympic Squat,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.1,Average
1807,Box Squat with Bands,,Powerlifting,Quadriceps,Barbell,Beginner,9.0,Average
1808,Weighted Jump Squat,,Strength,Quadriceps,Barbell,Beginner,9.0,Average
1809,Squat with Chains,,Powerlifting,Quadriceps,Barbell,Beginner,9.0,Average
1816,Hang Clean - Below the Knees,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.5,Average
1820,Split Jerk,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.3,Average
1824,Jefferson Squats,,Strength,Quadriceps,Barbell,Beginner,8.0,Average
1825,Jerk Dip Squat,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.0,Average
1827,Frankenstein Squat,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,7.7,Average
1831,Clean Pull,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,7.2,Average
1832,Front Barbell Squat To A Bench,,Strength,Quadriceps,Barbell,Beginner,5.3,Average
1834,Split Clean,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1836,Front Squat (Clean Grip),,Strength,Quadriceps,Barbell,Beginner,0.0,Average
1838,Squat Jerk,,Strength,Quadriceps,Barbell,Beginner,0.0,Average
1840,Box Squat with Chains,,Strength,Quadriceps,Barbell,Beginner,0.0,Average
1841,Snatch from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1842,Power Snatch from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1845,Squat with Bands,,Powerlifting,Quadriceps,Barbell,Beginner,0.0,Average
1846,Heaving Snatch Balance,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1847,Snatch Balance,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1848,Reverse Band Power Squat,,Powerlifting,Quadriceps,Barbell,Beginner,0.0,Average
1872,Front Squats With Two Kettlebells,,Strength,Quadriceps,Kettlebells,Beginner,9.2,Average
1873,Kettlebell Pistol Squat,,Strength,Quadriceps,Kettlebells,Beginner,9.1,Average
1875,Kettlebell Curtsy Lunge,,Strength,Quadriceps,Kettlebells,Beginner,7.7,Average
1924,Dumbbell Squat To A Bench,,Strength,Quadriceps,Dumbbell,Beginner,7.0,Average
1927,Single-Arm Dumbbell Overhead Squat,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1930,Dumbbell Pistol Squat,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1931,Dumbbell Squat Snatch,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1932,Dumbbell Alternating Lunge,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1934,Dumbbell Side Lunge,,Strength,Quadriceps,Dumbbell,Beginner,0.0,Average
1998,Single Leg Push-off,,Plyometrics,Quadriceps,Other,Beginner,9.2,Average
2002,Skating,,Cardio,Quadriceps,Other,Beginner,8.4,Average
2005,Yoke Walk,,Strongman,Quadriceps,Other,Beginner,8.0,Average
2006,Front Cone Hops (or hurdle hops),,Plyometrics,Quadriceps,Other,Beginner,7.3,Average
2007,Weighted Squat,,Strength,Quadriceps,Other,Beginner,7.2,Average
2009,Backward Drag,,Strongman,Quadriceps,Other,Beginner,6.9,Average
2013,Intermediate Hip Flexor and Quad Stretch,,Stretching,Quadriceps,Other,Beginner,6.3,Average
2017,Single-Leg Box Jump,,Plyometrics,Quadriceps,Other,Beginner,0.0,Average
2018,Conan's Wheel,,Strongman,Quadriceps,Other,Beginner,0.0,Average
2019,Single-Leg Hop Progression,,Plyometrics,Quadriceps,Other,Beginner,0.0,Average
2020,Rickshaw Deadlift,,Strongman,Quadriceps,Other,Beginner,0.0,
2022,Single-Leg Stride Jump,,Plyometrics,Quadriceps,Other,Beginner,0.0,
2023,Trap Bar Jump,,Plyometrics,Quadriceps,Other,Beginner,0.0,
2024,Single-Leg Lateral Hop,,Plyometrics,Quadriceps,Other,Beginner,0.0,Average
2026,Sandbag Load,,Strongman,Quadriceps,Other,Beginner,0.0,Average
2028,Car Deadlift,,Strongman,Quadriceps,Other,Beginner,0.0,
2029,Barbell Squat To A Box,,Strength,Quadriceps,Other,Beginner,0.0,
2030,Double Under,,Cardio,Quadriceps,Other,Beginner,0.0,
2062,Cable Hip Adduction,,Strength,Quadriceps,Cable,Beginner,8.2,Average
2063,Cable Deadlifts,,Strength,Quadriceps,Cable,Beginner,7.7,Average
2070,Narrow Stance Hack Squats,,Strength,Quadriceps,Machine,Beginner,8.8,Average
2078,Recumbent Bike,,Cardio,Quadriceps,Machine,Beginner,8.2,Average
2083,Leverage Deadlift,,Strength,Quadriceps,Machine,Beginner,0.0,
2129,Alien Squat,,Plyometrics,Quadriceps,Body Only,Beginner,8.2,Average
2131,Rocket Jump,,Plyometrics,Quadriceps,Body Only,Beginner,8.0,Average
2143,All Fours Quad Stretch,,Stretching,Quadriceps,Body Only,Beginner,5.0,Average
2148,Rear Leg Raises,,Stretching,Quadriceps,Body Only,Beginner,3.4,Average
2157,Slide Jump Shot,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2162,Star Jump,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2164,Lying Prone Quadriceps,,Stretching,Quadriceps,Body Only,Beginner,0.0,
2165,Fast Kick With Arm Circles,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2167,Defensive Slide,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2169,Vertical Mountain Climber,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2170,Reverse Burpee,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2171,Football Up-Down,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2175,Slow Jog,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2178,Square Hop,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2418,Alternate Leg Diagonal Bound,,Plyometrics,Quadriceps,,Beginner,6.9,Average
2419,Sit Squats,,Stretching,Quadriceps,,Beginner,6.1,Average
2420,Frog Hops,,Stretching,Quadriceps,,Beginner,3.9,Average
2425,Bosu Ball Squat,,Strength,Quadriceps,Exercise Ball,Beginner,0.0,
2427,Internal Rotation with Band,,Strength,Shoulders,Bands,Beginner,8.3,Average
2429,Back Flyes - With Bands,,Strength,Shoulders,Bands,Beginner,8.1,Average
2430,Lateral Raise - With Bands,,Strength,Shoulders,Bands,Beginner,7.9,Average
2431,Shoulder Press - With Bands,,Strength,Shoulders,Bands,Beginner,7.6,Average
2432,External Rotation with Band,,Strength,Shoulders,Bands,Beginner,0.0,
2452,Snatch-Grip Behind-The-Neck Overhead Press,,Strength,Shoulders,Barbell,Beginner,9.0,Average
2457,Bradford/Rocky Presses,,Strength,Shoulders,Barbell,Beginner,8.2,Average
2465,Rack Delivery,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,
2466,Smith Incline Shoulder Raise,,Strength,Shoulders,Barbell,Beginner,0.0,Average
2467,Tall Muscle Snatch,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,
